"id","shop_price","shop_title","shop_category_1","shop_category_2","shop_brand","suitableForSkinType","howManyPeopleWantToUse","howManyPeopleLikeToUseIt","howManyComments","shop_comment"
"113","45.0","佛罗浪丝黛安娜单色腮红","彩妆","腮红","佛罗浪丝 (Prorance)",,"734","684","28","爱这个宝贝...,这款佛罗浪丝黛安娜单色腮红果然不错，一直在用，佛罗浪丝家的产品一直以来就是比较喜欢的，很好，它的颜色也很漂亮，使妆容看起来给人很舒服的感觉。...,佛罗浪丝的腮红产品，从来都是我的第一选择。首选这款黛安娜单色腮红也是有它的道理。这款腮红手感非常好，颜色也很正，适合不同不同肤色的JMS...,好东西...,用起来还行...,颜色上脸效果很粉嫩，自然好气色，职业装必备！...,细腻，颜色很嫩很自然 很衬肤色 甜美女生必备啦 真心推荐哦 新手用也ok 好掌握...,很柔软，易操作 这是一款怎么也刷不出猴屁股的好腮红！...,有些人也许不喜欢显色浅的腮红，我到觉得蛮好，新手本来用腮红就用不好，要是显色好，一个重手就变成猴子屁股了。...,不是那种很夸张的大闪，上脸颜色也很通透，不错不错，上脸很特别，玫瑰粉加橙色，很上色，很显肤色~..."
"114","56.0","佛罗浪丝软管唇彩","彩妆","口红","佛罗浪丝 (Prorance)",,"1022","646","36","我很喜欢...,挺好的...,还行吧...,用起来还行...,大爱他家的东西...,这款口碑不错的...,唇部干燥唇纹更加明显，反而会突出唇部的缺陷。相比之下，唇膏的滋润度较好，但缺点是容易脱色，而且双唇感觉油腻，舒适感不佳...,一直在用这款...,香味特别甜，颜色比较淡，亮亮的，而且润唇效果也好，用量省，但是容量很多，要用好久。...,保湿效果挺好的！没什么味道，我喜欢这种淡淡的,很清雅，小清新感觉。而且用完嘴唇很湿润，持续时间很长。还会再买的*^_^*..."
"115","99.0","佛罗浪丝四色眼影","彩妆","眼影","佛罗浪丝 (Prorance)",,"904","688","27","这个不错的...,用了感觉不错...,佛罗浪丝的眼影产品，从来都是我的第一选择。首选这款四色眼影也是有它的道理。这款眼影手感非常好，颜色也很正，适合不同不同肤色的JMS...,与其他的眼影相比，一直都喜欢的质地，那种感觉，几乎没有任何妆感，给人一种天生就有的好气色感觉。这款使用起来也非常的方便。...,粉质超好，一天下来装也不会花。看起来超自然的不怎么掉妆颜色也非常的饱和很闪的，适合皮肤白的女孩...,粉超细的，也易上妆，眼影这东西，还是用好点的比较好，眼睛是很重要的，眼周的皮肤脆弱，别整那些乱七八糟的，伤了皮肤。...,颜色超正哦，而且稍微带点闪闪的颗粒，个性又不张扬。粉质也比较细腻的呢，容易上妆，也不大会晕染，不过我看好大一盒，不知道什么时候才能用完啊，我比较容易喜新厌旧唉。...,不错！眼睛是很重要的，眼周的皮肤脆弱，别整那些乱七八糟的，伤了皮肤不说，脱妆了看起来也脏脏的。...,搞活动会买的，平时不会买...,一般般吧..."
"116","64.0","安利雅蜜润肤蜜露香皂","身体护理","香皂","安利 (Amway)",,"1156","804","476","夏天喜欢用这个洗脸，洗的干净还不干，冬天就不行了。...,香味可以，洗后滑滑得。脸上也用过。一般...,小时候用的，当时用着似乎还可以，但也不会回购...,小时候用过，现在不用了...,洗完很干 不好用...,蜂蜜应该很滋润，但毕竟是皂类，用它洗澡结果还是会干╮(╯▽╰)╭，外形倒是蛮可爱，味道也不错，洗手不错...,6...,安利这款的香皂还是很不错的哦，比起他家别的东西的性价比还是高很多的哦。味道也是满好闻的哦，洗完感觉还呢光滑也不会发涩的感觉哦。盖容易冲洗的一款哦...,安利的这款香皂还是可以的哦，在他家的产品里来说，性价比也算是蛮高的一款了，。成分还是很温和的哦，泡沫也满丰富的哦，主要是洗后没有紧绷的感觉，这一点还那不错...,我就是喜欢用香皂，这款安利雅蜜润肤蜜露香皂，感觉却不怎么适合我，泡沫丰富，但是清洗感觉清洗不干净，总觉得皮肤粘粘的，油油的，很不自在，我不喜欢这款香皂。..."
"117","49.0","佛罗浪丝睫毛膏","彩妆","睫毛膏","佛罗浪丝 (Prorance)",,"790","760","31","支持这个品牌...,很棒的产品...,好东西...,我很喜欢...,刷上很自然的一款...,没有苍蝇腿，值得推荐...,一直听说人家在用，真的不错...,根根分明那个效果很自然很喜欢，而且不易晕染~...,还行 可以尝试...,用温水很好卸妆，纤长效果非常好，就是刷多几遍有些粘在一起，总体来说是很好的..."
"118","0.0","佛罗浪丝保湿隔离霜","彩妆","隔离霜","佛罗浪丝 (Prorance)",,"1122","1008","38","我用隔离防晒类的东西都会长痘痘，这款也不例外，后来放了时间长了再用就不再长痘痘，用了肤色还行，对隔离防晒产品一向不长草~...,这款是朋友在用的，质地很薄，用了感觉不油腻，还不错，适合夏天使用的，价格也还行，感觉不错...,挺好的...,好东西...,这款隔离霜有多人在用，我是朋友推荐买的，用后我很喜欢呢！...,我的隔离霜比较多，大部分都是冲着包装去的，这款佛罗浪丝的保湿隔离霜质地很好，又方便补妆。这款隔离霜的保湿效果真的很赞！上妆在效果很好！...,底妆隔离液，真的很好用！很细腻，而且不油，又能保持很长时间，显得脸色真的很白皙！...,与其他的隔离霜相比，一直都喜欢的质地，那种感觉，几乎没有任何妆感，给人一种天生就有的好气色感觉。这款使用起来也非常的方便。...,在深圳千色店被bar忽悠了购买的，我用隔离防晒类的东西都会长痘痘，这款也不例外，后来放了时间长了再用就不再长痘痘，用了肤色还行，对隔离防晒产品一向不长草，总觉得对皮肤没啥好处。...,跟风买的..."
"119","580.0","安利新美白精华液","面部护理","精华","安利 (Amway)",,"640","922","414","真的超好用！超赞，强烈推荐！真的很不错>>onlylady女人志欢迎你光临...,向大家推荐一款好用的（保湿美白 功效）产品，肌肤补水很重要！温度每升高一摄氏度，你的肌肤水分就有可能被蒸发10%！ 所以每天喝足够的水很重要，除了补充身体所需的水分之外，还能帮助新陈代谢。保湿永远是护肤的首...,最近正在使用安利新美白精华液，特喜欢安利家族护肤品，每一款都很有针对性，特别给力。非常适合25岁左右及40岁以下的女性使用。...,向大家推荐一款平价又好用的安利新美白精华液，性价比很高，效果绝对可以媲美大牌。...,发发一些正在使用的精华护肤产品，小白鼠各种试用，总结最好的经验给大家。...,痘肌大作战，油性肌肤爱用品分享心得，摆脱痘痘困扰，祛痘从基础护肤开始。任何护肤品都得试用后辨好坏，使用安利新美白精华液一周后效果还是令人很满意哒！使用前脸部皮肤干燥暗沉、伴有痘印烦恼；连续使用一周后：...,季节更替需更换衣物，而我们的肌肤也应该适时换季养护啦！换季很烦恼，各种皮肤问题也随之而来，安利新美白精华液天然、温和、无刺激，敏感肌肤的救星，换季必备单品。滋养修复各类型的肌肤，容易吸收且不油腻，让肌...,第一次使用安利这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,安利这个牌子的产品一直是我的最爱啦！我一直是它的忠实粉丝，多年来一直坚持购买使用，肌肤的状况真是保持的很好啊！都说世界上没有丑女人只有懒女人，当然，选对适合自己的品牌就显得尤为重要啦。...,说到面膜，大家肯定用过不少了吧。 现在的生活压力大，不少人常常为了工作或者其他的熬夜通宵。 这时候，最需要的就是一款可以补救的面膜。 睡眠面膜就是这时候需要的，在睡觉的时候敷上面膜，醒来后皮肤变得明亮水嫩..."
"120","36.0","佛罗浪丝水油平衡卸妆液(紫色)","彩妆","卸妆品","佛罗浪丝 (Prorance)",,"604","648","42","这款口碑不错的...,不得不爱啊...,佛罗浪丝水油平衡卸妆液(紫色)是佛罗浪丝重点推出的彩妆，具有、等功效，营造容光焕发的健康妆容，同时不给皮肤带来负担。...,卸彩妆也不错...,很好用的卸妆...,佛罗浪丝的卸妆品产品，从来都是我的第一选择。首选这款水油平衡卸妆液(紫色)也是有它的道理。这款卸妆品手感非常好，颜色也很正，适合不同不同肤色的JMS...,近期超爱的这个佛罗浪丝水油平衡卸妆液(紫色)，质地细腻，又方便使用，搭配正流行的颜色，妆感光亮饱满！...,还能接受，一般吧...,不刺激而且洗完后很保湿...,我眼睛比较敏感，用它没有明显的刺激感，而且不算油腻，如果清洁力再强些更好！..."
"121","645.0","GUCCI花之舞香水","香氛","女士香水","GUCCI (古驰)","香水","616","740","433","好闻  留香也持久  会回购...,夏天晚上散步喷了一点，我妈说怎么这么早就有桂花开了，不过总体不是清新的味道...,古奇难得的甜美系香水，很喜欢！...,没有闻到明显的玫瑰和桂花的香味，就是很丰富的花香，只能说挺好闻的但识别度不高，类似于现在的网红，挺好看又让人记不住...,我怎么觉得这款和纪梵希的粉红魅力女士那么的像啊，还有谁觉得像的举手。这个尾调比纪梵希软，纪梵希尾调的花香感觉要馥郁一点，仅仅是感觉，真的差不多！那个比这个便宜是真的。...,人生第一瓶香水，味道很温暖，感觉被包裹，很有安全感。留香久，适合冬天。被人夸会有一种让人迷醉的香味。...,适合冬天。我很喜欢，给我招来了不错的异性缘。哈哈哈哈哈哈。...,哈哈哈旅店室友的，略甜...,刚闻很喜欢，买回家就后悔了，味道太浓了，放在家里当摆设呢，花了800大洋啊，肉疼...,味道很喜欢，不会很浓，很清新哈！..."
"122","39.0","安利丽齿健多效含氟牙膏","口腔护理","牙膏","安利 (Amway)",,"1100","862","775","好用...,还行吧，用了三只，没太大感觉...,喜欢，记得这个好像是安利最火的东西...,我们家人以前用别的牙膏，刷着刷着就蛀牙了。现在我家小孩从小就开始用这牙膏，我儿子刷牙不勤快，到现在都没有一颗蛀牙。这牙膏太厉害了。...,
	 用了十多年了，以前我和老爸经常牙疼，自从用了这个牙膏，牙疼的毛病都没有了。所以我觉得，牙病牙痛大半是牙膏的问题，不是牙齿本身的问题。


	请输入评论内容 
...,以前一直是用用停停清爽不腻的东西，但因购买不方便而放弃了...,用了多年，从未更换^_^...,从小爱吃甜食，牙齿不好，每次刷牙都是噩梦，换了很多的牙膏，后来接触到这个，就一直用了，没有刺激的感觉，很久没看过牙医了，推荐给大家，有好东西大家分享哈13865075220...,男票家里一直用这个牙膏，清洁力很不错，而且很大只...,牙膏非常棒！曾用了六年，牙齿白了不说，还没有一点问题，牙口很好，但后来在我们这个地方根本买不到真的，在最后一次买了个假的用了牙齿敏感，很不舒服，现在乱用市场上的牙膏，刷完牙总要吐很多口水，总觉得没有这..."
"123","74.0","安利雅蜜多用滋润条","眼唇护理","润唇膏","安利 (Amway)","不防晒","1102","960","1058","以前妈妈给我用的，感觉还行，并不是非常好用...,当唇膏用，没不好的配方，无香料无色素，有一点点成分本来的味道，涂在其他地方有一点油了，做唇膏的话又方便又滋润且不会油...,这支滋润条我是当做唇膏用的，设计的也蛮像唇膏的感觉，滋润度挺好的，价格也不算贵，还是比较平价的好产品，我已经很久没买了...,好用，无香无色。但是也太油腻了。不会再回购了。。。。。。。。。。。。。...,当润唇膏用，还不错...,安利雅蜜多用滋润条，很棒的一款润唇膏，含有天然蜂蜜及柑桔精华，配合甘油，能够有效的温和滋润肌肤，延缓干燥老化，很喜欢...,感觉唇部皮肤根本没有办法吸收,不会再购买.涂在眼部也是油油一层,完全看不出滋润效果....,很冷门的赶脚，但是效果一级棒，又超级安全的配方，里面含有什么鱼皮什么的滋养成分好像很神奇。...,这款润唇膏感觉挺滋润的，擦在嘴上持久度挺好的，不会是香肠嘴，价格不便宜啊，性价比实在不高，不会回购~~...,我觉得这款润唇膏蛮好用的。滋润度保湿度都比较高~！涂完后也没有油腻感。质地比较轻盈。..."
"124","110.0","安利丝婷深层修护润发乳","美发","护发素","安利 (Amway)","任何发质","958","708","740","超级难用，真是神一般的存在，专门买了给最贵的，结果一点用都没有，不管涂多少，用的时候就跟没涂一样，头发干了之后毛躁，干枯，打结，还不如不用啊...,不适合我这样的混合皮啊，油皮更不能用，容易油。相对就适合干性发质的MM在秋冬季使用啦，味道还好，就是价格高。...,还不错...,我爸单位发的全套安利产品，配套的洗发水好像老早就用完了，这个护发素我是放在公司健身房用的。真的是挺难用的，香味很人工，关键是用完跟没用一样，摔！！！...,这款润发乳，质地不和乳液一样，吸收很好，保湿效果持久，吹完头发后水水润润的，防止断发。。...,挺好的...,我相信口碑...,好东东真多啊，真想试试...,针对头发受损处进行滋润修护的独特配方，深入渗透到受损头发内部，修复表皮层和开叉的发尾，使经过染烫等化学处理的头发恢复平顺。...,用过两支，觉得功效一般，就没继续用，还是用护发素就好了，也不错，说明上说里面有道氏池花种子里的成份，忘记怎么说的了。..."
"125","210.0","歌宝婷五彩缤纷女士香水","香氛","女士香水","歌宝婷 (Cabotine)",,"628","678","26","挺好的...,支持一下...,推荐给大家...,还行吧...,粉色的瓶子看着心情不错，关键是它留香持久，这一点要赞一下...,味道挺清淡的，但是这个味道很大众，随便哪家小饰品店里的卖的香水很多都是这个味道，而且也不持久。...,前味有一丁点不大好闻但是很快就散开，春秋天喷不错，或者学生喷喷也不错...,特别喜欢的香水，喷在衣服上能维持很久，衣服洗了有时候还会有香味。尾调更好闻，让人着迷。...,一闻到它的清新怡人的香味就爱上了，有一种淡淡的优雅的感觉，瓶子也很漂亮呢~~...,身边的朋友非常喜欢这款香水，总是喷的香香的，在我身边晃啊晃的。..."
"126","810.0","安利清爽系列套装","面部护理","面部护理套装","安利 (Amway)",,"664","1102","1068","这是人生中买的第一次最贵的护肤品，说到这里想哭了，我去餐馆打工一个月的工资啊，花了1000多吧，当时没带够钱，还问朋友借了点，呜呼，买了一支洗面奶、两支水（销售说，一支涂T区，一支涂脸颊），一支乳液和一支面...,这是人生中买的第一次最贵的护肤品，说到这里想哭了，我去餐馆打工一个月的工资啊，花了1000多吧，当时没带够钱，还问朋友借了点，呜呼，买了一支洗面奶、两支水（销售说，一支涂T区，一支涂脸颊），一支乳液和一支面...,不太喜欢洁面的凝胶质地，总觉得洗不干净，泡泡不算很多，爽肤水一股酒精味，我是油皮，所以习惯了这个味道，感觉很清爽，乳液呢感觉有些推不开，控油效果不错，秋天用就干燥了，所以只适合夏天来用...,之前有说做安利的都像中邪一样，那推销方式真是让人吃不消。真有种让人被洗脑的感觉。本来对这个牌子没什么研究，之后以朋友做安利的就推荐我，说这个牌子怎么怎么好。我只要说自己曾经用过的护肤品，他就说那都是用...,从上大学开始，一直用安利的洁面护肤套装，这款清爽系列和滋养系列我叉着用，半年用清爽，半年用滋养，到现在快六年了，因为在这之前没怎么用过其它牌子的护肤品，没什么大的比较，就觉得这还不错，皮肤一直滑滑嫩嫩...,效果很好的样子~~~就是消费不起呀...,真的超好用！超赞，强烈推荐！淡淡的香吻的味道~可以吃落肚子的早就吞了~~哈哈...,适合中油性的皮肤，应该适合男士用吧...,不错吗...,适合油性皮肤，水水还能控油紧肤，想用..."
"127","1190.0","歌宝婷铃兰佳人","香氛","女士香水","歌宝婷 (Cabotine)","香水","702","1060","27"," 如其铃兰之名，带有铃兰的静谧之感，甜甜的果香里面带了一点儿冷。   我更喜欢用“海洋”之名去描述它的“冷”，不是深海底漆黑一片的冷，也不是若明若暗的海水中略夹一点儿神秘的冷，是比热热闹闹的珊瑚丛的海冷清..., 如其铃兰之名，带有铃兰的静谧之感，甜甜的果香里面带了一点儿冷。   我更喜欢用“海洋”之名去描述它的“冷”，不是深海底漆黑一片的冷，也不是若明若暗的海水中略夹一点儿神秘的冷，是比热热闹闹的珊瑚丛的海冷清...,非常棒的产品...,赞一个...,灰常好...,真好，不错...,香水很特别，无论是味道还是感觉，就是赞！...,不喜欢...,不太喜欢...,很女人的香，虽然说是淡香水，但我觉得也挺浓的，味道一般吧，就瓶子好看..."
"128","615.0","歌宝婷Ambre de calochard女士香水","香氛","女士香水","歌宝婷 (Cabotine)",,"964","1006","29","哪里可以买得到...,一直在用这款...,我很喜欢...,香水很特别，无论是味道还是感觉，就是赞！...,好看的优雅香水！我喜欢这款的造型。...,很多是香味太重，闻着就会刺刺的感觉，要不就是味道不足，没有什么效果，所以一直在寻找适合自己的那款香水！幸运的是我遇到了她...,让人沉醉迷恋的香氛，就是鼻尖的享受！...,香水不仅会喷在手腕上或者耳后，连包包和衣柜中马儿也会放敞开口的香水。我喜欢我所有用的东西都和人一样香香的、暖暖的。...,留香不是那么持久，但本来就是淡香水嘛...,味道适合我，留香不错哦！哈哈～很好。。很喜欢而且周围朋友都觉得很不错哦！..."
"129","38.0","安利雅蜜润肤沐浴露","身体护理","沐浴露","安利 (Amway)",,"1161","1168","5362"," 参考价格：38.00-90.00元  产品规格：250ml-750ml     产品品类：沐浴露   所属系列：身体护理   产品功效： 保湿 滋润 清洁沐浴       特点与功效： 新配方含纯净甘油、天然蜂蜜、柑桔精...,钟情于她已经10年，最爱，没有之一！...,我的皮肤比较干，尤其是秋冬季节，洗完澡后干的发痒，用了好多款沐浴露，都没什么效果，用完这款后，身上滑滑的，不在是发涩的感觉，浴后再用同品牌的润肤乳效果会更好哦！...,柑橘的味道很好闻，清新不腻...,物美价廉还安全，值得信赖！...,安利的沐浴乳还可以啊，关键香味特别好闻，也容易清洗干净。...,朋友送的，用过雅蜜的沐浴露，还可以...,瓶子很可爱，泡沫丰富易冲洗，香味很好闻。...,这款沐浴露我家用了十几年了，一直在用它，挺好用的，价格其实也不贵，仔细算的话还比其他牌子的还省钱呢！...,这个也是之前跟风买的，不过用起来很不错，好冲洗，洗完也滑滑的，就是价格比其他的贵一点点。..."
"130","63.0","安利美体适走珠止汗露","身体护理","女士爽身香体品","安利 (Amway)",,"1146","940","938","怎么购买...,还好吧，就是过期了都用不完...,快干配方，满足紧张忙碌人士的需要。气味清雅芳香。有效止汗，防止体味长达48小时。酸碱平衡配方，适用于所有类型的皮肤。 ...,用了好多年了！ 味道好闻的呀！效果也好！还会继续用下去！...,安利的东西真心不错，止汗露的味道不浓郁，夏天用着刚刚好，干的快，止汗效果显著，只是需要把它晾干才能放下胳膊，不然还是会出汗...,还可以啦，听你管的呢。还可以...,还可以啦，听你管的呢。...,广州芳村区花地大道123号盛苑酒家，...,目前用过的所有止汗露里最好的一款，效果非常好，就是味道挺浓的，会粘在衣服上。强烈推荐！...,走珠一直用的这款，味道很喜欢，不像商场卖的刺鼻难闻，夏天特别适合，真的能掩盖掉腋下的味道，会一直回购！..."
"131","200.0","歌宝婷Blue花之精灵女士香水(蓝色)","香氛","女士香水","歌宝婷 (Cabotine)",,"954","748","35","很喜欢这款产品，经常见到这个品牌的香水。...,挺好的...,质量还可以...,之后使淡淡的香味，只是留香时间不是特长，要凑近了才能闻到，不过，自己能闻到就足够，很好。这个香水适合大多数人的味道，留香的时间挺长的，而且是那种让人沁心的味道，很清新，很舒服！...,没啥作用...,很赞...,还不错...,轻轻的喷洒在围巾上面一点会持续好几天都会有淡淡的香味，喜欢。...,他的味道我很喜欢，我的好多朋友都说很好闻呢。...,好看的优雅香水！我喜欢这款的造型。..."
"132","390.0","歌宝婷Rose花之精灵女士香水(红色)","香氛","女士香水","歌宝婷 (Cabotine)",,"806","658","47","这个国内是没有专柜的，小众品牌哦。味道很小女生，柔柔的甜甜的。男朋友当时送了一瓶迷你香水，很喜欢这个味道，就买来了大瓶的，可惜留香不久。听说国外都是初中以下的女孩子用的。。那么早就用香水，汗。...,和名字一样，简单的rose，但是香调却不简单，红色主打的就是玫瑰香味，前调出来就是赤裸裸的玫瑰花香，保持大约30分钟后开始变淡，但并不是消散，淡化的玫瑰香足足维持了4个多小时以上，才转入尾调。我觉得官方的配方...,歌宝婷Rose花之精灵女士香水，造型有点美女呢，味道中有柑橘的香甜，还有多种水果的味道，非常的额清爽，好闻。...,还行吧...,我很喜欢...,很喜欢的一款香水，清新花果香调 前味：樱花、柑橘、朝露、水梨 中味：含羞草、绿椒、晚香玉、牡丹、茉莉 后味：檀香、岩兰草、李子...,非常棒的产品...,持续时间很长，很耐用。...,香水的味道很好闻，让人觉得很舒适。...,好看的优雅香水！我喜欢这款的造型。..."
"133","80.0","封面女郎丝丝纤盈睫毛膏","彩妆","睫毛膏","封面女郎 (COVER GIRL)",,"830","1122","56","很赞...,就喜欢这个...,一直听说人家在用，真的不错...,没有苍蝇腿，值得推荐...,刷上很自然的一款...,刷出来的睫毛纤长卷翘，根根分明，虽然弄密度一般，但我也不喜欢又粗又假的睫毛效果...,眼睛妆容变得精致...,我相信口碑...,外观真的都很美拉、这款个人用下来、不是很喜爱、味道很长久、早上涂的大半天鼻子都觉得自己睫毛香香的、效果不大明显、大约由于自己的睫毛量不多的关系、不觉得效果有多明显...,我很喜欢..."
"134","220.0","歌宝婷花之精灵女士香水","香氛","女士香水","歌宝婷 (Cabotine)","液体","1166","692","70","前味很冲，浓郁六神花露水的味道，后面越来越好闻，深深爱上自己的赶脚～...,前味很冲，浓郁版六神花露水的味道，越到后面越好闻，慢慢爱上自己的赶脚~~...,绿色的瓶子很好看，很清新的感觉，相对来说味道就太一般了，不喜欢！...,请输入评论内容，内容不得少于30字...,这款歌宝婷花之精灵女士香水嫩绿色的造型搭配透明瓶身，感觉很是漂亮呢，而且还有味道非常清爽呢，真的很好闻的哟...,朋友送的...,挺好的...,用起来还行...,很喜欢歌宝婷的香水，这款香水绿色的包装看着就特别的清新，味道也特别好闻，留香时间也够持久。...,第一支别人送的香水，放包里撒了，那是个Q香，对瓶子跟香气记忆尤新，那个包包在后来的岁月中只要打开就是香气宜人呐。后来到处都没得卖了，那个Q香之后，再没买到过，大概歌宝婷这个牌子不够火的关系吧。再加上那时..."
"135","49.0","封面女郎宝石炫色眼影","彩妆","眼影","封面女郎 (COVER GIRL)",,"1016","798","57","这个不错的...,还行吧...,感觉不大...,drug store的东西，性价比还不错，颜色也挺适中，日常用就好了。马马虎虎~~...,漂亮的外观，带给我们心灵深处的震撼，激起我们心灵深处的优雅和神秘。...,非常不错，值得购买，眼影可以体现个人的性格和气质，因此是必不可缺的眼部单品。...,我买的是蓝色这套，我觉得夏天用蓝色的好．COVERGIRL这个蓝色挺正点的，我通常是两个蓝色套用，上妆很容易的，效果也不错，最重要的是价格也很公道...,最喜欢这种颜色了，很好用的一款眼影！...,这款产品特别好用！性价比真高哦，推荐大家使用。...,颜色很好看，很亮，比较自然，很好看。..."
"136","59.0","封面女郎纯美细致眼线笔","彩妆","眼线笔/液/胶","封面女郎 (COVER GIRL)",,"976","638","72","特别晕。。。...,很棒的产品...,灰常好...,妆感很自然，挺好画的...,适合单眼皮女生，推荐...,颜色很漂亮，滋润度也刚好:)...,很多人说画眉可以提亮眼神，决定去买支雅芳灰色系列试试效果！第二天回公司既然说感觉不一样，整个人精神很多！雅芳的便宜又好用。...性价比很高的哦,喜欢的MM可以赶紧下手了哦...,不得不爱啊...,比较好上色，不容易花妆...,..."
"137","40.0","封面女郎丝炫眼影三合一","彩妆","眼影","封面女郎 (COVER GIRL)",,"618","800","59","大爱他家的东西...,灰常好...,这款产品特别好用！性价比真高哦，推荐大家使用。...,美好的颜色，令人一见倾情，如获至宝。...,粉细，服帖，色靓，设计美，好味道，一个字，赞！...,我买的是咖啡色
还不错 可以画小烟熏...,没有说的好...,颜色很好看，很亮，比较自然，很好看。...,我一直喜欢多色的眼影,因为这样画出来的效果才具体力感.可上眼一试才发现效果和质地是这样的令人惊喜...,因人而异 感觉一般..."
"138","39.0","封面女郎浓密纤长睫毛膏","彩妆","睫毛膏","封面女郎 (COVER GIRL)","不防水","994","974","80","买的不是橙色，是粉红色那款，防水的。有人不喜欢这种刷头，我反而挺喜欢的，因为觉得可以刷的比较根根分明，不结块，也没有苍蝇腿。防水的基本也不脱妆，还挺好卸的。纤长有，卷翘有。要说缺点，就是不够浓密吧，不..., 不晕妆 不难刷 不结块 不苍蝇腿    满足我日常一切要求。 我出门就只擦这个就好 就一层 很自然   纤长不会过于浓密。。   容易卸妆    价格便宜    会回购 ...,69，效果不错，要浓要淡都可以，不会苍蝇腿，但是，晕妆。。。...,不会苍蝇腿，而且价格很美丽，无限回购的好物...,超级好用，根根分明，好卸不晕染（当然，我用睫毛膏都不晕染），主要是涂N层也没有苍蝇腿这点我太喜欢了，时间充足的话完全可以用它打造假睫毛效果，嘿嘿，灰常喜欢的一款...,真的很好 根根分明 不晕染 卷翘 就是刷头太大 容易刷到眼皮...,怎么梳都不会有苍蝇脚，不过不怎么翘，有纤长效果，刷头有点大，性价比高！...,整体效果不错...持久..浓密..拉长..都不是特别特别好,,但是都不错,,,性价比很高,,减掉一颗星是因为太他妈难卸了!!!各种眼唇卸妆液都不行...,力挺这款...,还不错..."
"139","111.0","菲璐泽滋肤霜","身体护理","润体乳/霜","菲璐泽 (Ferzea)",,"992","1116","21","很赞...,适合秋冬比较干燥的季节用，滋润效果挺好的...,这款润体乳很滋润，易涂开，感觉不是那种粘稠的油，而是稀薄质地的油润。...,易吸收不油腻，不堵塞毛孔。不添加防腐剂，是个好东东...,坚持用也没效果...,乳液的味道很好闻，很清淡的香味。挤在手心里是那种很水润的感觉，慢慢的涂在手臂上，能感觉到吸收很快，并且没有油腻的感觉，很舒服！...,这是我人生中的第一支颈霜，，针对脖子松弛和细纹问题，以前都是乳液面霜顺带擦擦脖子，现在我得针对性的保养啦！这个质地比较粘稠，没有流动性，吸收快。年龄越大颈纹越深，有可能会去不掉了，不过希望会淡化一些就...,确实很好用，不油腻但又很滋润，品牌也很让人放心...,抹上后很保湿，吸收快，滋润效果好。...,还行，就那样..."
"140","69.0","封面女郎魔法分明睫毛膏","彩妆","睫毛膏","封面女郎 (COVER GIRL)",,"600","934","60","刷出来效果很好，根根分明又很纤长，是一款非常自然日常必备的睫毛膏。连涂了几遍都没有出现“苍蝇腿”。很喜欢。男朋友很喜欢，觉得效果很自然。...,这是我很喜欢的一款，包装是紫色的，看起来不错的吧，拉长的效果也是很好的，根根分明的效果没有苍蝇腿。...,非常好...,一直在用这款...,第一次用这款睫毛膏以后被人问是不是戴了假睫毛，可见纤长效果还是很明显的。刷头的设计很喜欢，好上手，刷出来效果很好，根根分明又很纤长，是一款非常自然日常必备的睫毛膏。不晕染，好卸除，价格也可爱，是我非常...,刷上很自然的一款...,封面女郎魔法分明睫毛膏是封面女郎重点推出的彩妆，具有、等功效，营造容光焕发的健康妆容，同时不给皮肤带来负担。...,好用到爆...,又浓又密非常好...,根根分明呢..."
"141","28.0","安利雅蜜润肤露","身体护理","润体乳/霜","安利 (Amway)",,"1150","1198","5988","还行吧。不喜欢香味...,之前用过，挺好用的不油腻！很清爽...,滋润又不油腻，好用...,当护手霜和身体乳用的，滋润又不油腻，味道也很喜欢。...,这个产品一直用了俩年，大人小孩都合适和是一款很温和洗护用品，值得拥有...,好闻 我最喜欢的...,滋润度一般，但胜在味道好闻...,不好用，擦后一会儿皮肤又变得跟干...,便宜好用，安利产品中性价比较好的。...,很大一瓶，可以用很久。质地清爽，特别好推，好吸收，保湿也很好。..."
"142","89.0","封面女郎持彩锁色唇膏","眼唇护理","润唇膏","封面女郎 (COVER GIRL)",,"880","638","61","不错哦，涂抹之后嘴唇看起来是特别的饱满，有光泽度，效果很明显，很舒服的质地，感觉很不错，性价比也很高啊。...,爱这款...,很棒的产品，推荐...,还会回购的...,支持一下...,赞一个...,非常好...,擦了以后嘴唇看上去很饱满，这个颜色我选的真是好呀，粉自然，厚厚~~~~缺点就是不够滋润，到了下午会嘴唇脱皮...,又温和又滋润，吸收很快，就算吃进去也没事儿...,包装设计都很得我心，外貌控们可以选择..."
